t;x1;x2;M1;M2
0.000;0.181;0.000;1;0
0.033;0.160;0.000;0;0
0.067;0.140;0.000;0;0
0.100;0.119;0.000;0;0
0.133;0.099;0.000;0;0
0.167;0.080;-0.002;0;0
0.200;0.062;-0.003;0;0
0.233;0.052;-0.015;0;0
0.267;0.051;-0.034;0;0
0.300;0.051;-0.054;0;0
0.333;0.051;-0.073;0;0
0.367;0.051;-0.095;0;0
0.400;0.051;-0.114;0;0
