t;x1;x2;M1;M2
0;0.147;0.002;0;4
0.0333333;0.132;0.002;0;0
0.067;0.117;0.002;0;0
0.1;0.101;0.002;0;0
0.133;0.088;0.002;0;0
0.167;0.073;0;0;0
0.2;0.064;-0.002;0;0
0.233;0.062;-0.008;0;0
0.267;0.065;-0.018;0;0
0.3;0.07;-0.028;0;0
0.333;0.075;-0.037;0;0
0.367;0.0798371;-0.047;0;0
0.4;0.0847251;-0.057;0;0
