t;x1;x2;M1;M2
0;0.144;0;0;3
0.0333333;0.131;0;0;0
0.067;0.118;0;0;0
0.1;0.103;0;0;0
0.133;0.088;0;0;0
0.167;0.077;0;0;0
0.2;0.065;-0.002;0;0
0.233;0.062;-0.008;0;0
0.267;0.062;-0.018;0;0
0.3;0.065;-0.029;0;0
0.333;0.067;-0.038;0;0
0.367;0.0702041;-0.046;0;0
0.4;0.0734694;-0.056;0;0
