time(s),volt(V),
-144.7999966E-6,15.1999998,
-144.3999936E-6,15.1199999,
-143.9999905E-6,15.1199999,
-143.5999875E-6,15.1199999,
-143.1999990E-6,15.1199999,
-142.7999960E-6,15.0400000,
-142.3999929E-6,15.1199999,
-141.9999899E-6,15.1999998,
-141.6000014E-6,15.1199999,
-141.1999983E-6,15.0400000,
-140.7999953E-6,15.0400000,
-140.3999922E-6,15.1199999,
-139.9999892E-6,15.1999998,
-139.6000007E-6,14.9600000,
-139.1999976E-6,15.1199999,
-138.7999946E-6,15.1199999,
-138.3999916E-6,15.0400000,
-137.9999885E-6,15.0400000,
-137.6000000E-6,15.1999998,
-137.1999970E-6,15.1999998,
-136.7999939E-6,15.1199999,
-136.3999909E-6,15.1199999,
-135.9999878E-6,15.1999998,
-135.5999993E-6,15.1199999,
-135.1999963E-6,15.1999998,
-134.7999932E-6,15.1199999,
-134.3999902E-6,15.1199999,
-133.9999872E-6,15.1199999,
-133.5999987E-6,15.1999998,
-133.1999956E-6,15.1199999,
-132.7999926E-6,15.1999998,
-132.3999895E-6,15.1999998,
-132.0000010E-6,15.1199999,
-131.5999980E-6,15.1999998,
-131.1999949E-6,15.0400000,
-130.7999919E-6,15.0400000,
-130.3999888E-6,15.1199999,
-130.0000004E-6,15.1999998,
-129.5999973E-6,14.9600000,
-129.1999943E-6,15.0400000,
-128.7999912E-6,15.1999998,
-128.3999882E-6,15.2799997,
-127.9999997E-6,15.0400000,
-127.5999966E-6,15.1199999,
-127.1999936E-6,15.1199999,
-126.7999905E-6,15.0400000,
-126.3999875E-6,15.1999998,
-125.9999990E-6,15.1199999,
-125.5999960E-6,15.1199999,
-125.1999929E-6,15.0400000,
-124.7999899E-6,15.0400000,
-124.3999868E-6,15.0400000,
-123.9999983E-6,15.1999998,
-123.5999953E-6,15.1199999,
-123.1999922E-6,15.0400000,
-122.7999892E-6,15.1199999,
-122.4000007E-6,15.1199999,
-121.9999976E-6,15.1999998,
-121.5999946E-6,15.1999998,
-121.1999916E-6,15.0400000,
-120.7999958E-6,15.1199999,
-120.3999927E-6,15.0400000,
-119.9999970E-6,15.1199999,
-119.5999939E-6,15.1199999,
-119.1999909E-6,15.1199999,
-118.7999951E-6,15.1199999,
-118.3999921E-6,15.1999998,
-117.9999963E-6,15.0400000,
-117.5999932E-6,15.0400000,
-117.1999975E-6,15.0400000,
-116.7999944E-6,15.1199999,
-116.3999914E-6,15.1999998,
-115.9999956E-6,15.0400000,
-115.5999926E-6,14.9600000,
-115.1999968E-6,15.0400000,
-114.7999938E-6,15.0400000,
-114.3999907E-6,15.1199999,
-113.9999949E-6,15.1999998,
-113.5999919E-6,15.1999998,
-113.1999961E-6,15.0400000,
-112.7999931E-6,15.1999998,
-112.3999973E-6,14.9600000,
-111.9999943E-6,15.1199999,
-111.5999912E-6,15.1199999,
-111.1999954E-6,15.1999998,
-110.7999924E-6,15.1199999,
-110.3999966E-6,15.0400000,
-109.9999936E-6,15.1199999,
-109.5999905E-6,15.1199999,
-109.1999948E-6,15.1199999,
-108.7999917E-6,15.1999998,
-108.3999960E-6,15.0400000,
-107.9999929E-6,15.1199999,
-107.5999971E-6,15.1199999,
-107.1999941E-6,15.0400000,
-106.7999910E-6,15.1199999,
-106.3999953E-6,15.1199999,
-105.9999922E-6,15.1199999,
-105.5999965E-6,15.1999998,
-105.1999934E-6,15.1999998,
-104.7999904E-6,15.1199999,
-104.3999946E-6,15.1199999,
-103.9999916E-6,15.1199999,
-103.5999958E-6,15.1199999,
-103.1999927E-6,15.0400000,
-102.7999970E-6,15.1199999,
-102.3999939E-6,15.1199999,
-101.9999909E-6,15.1199999,
-101.5999951E-6,15.1199999,
-101.1999921E-6,15.1199999,
-100.7999963E-6,15.1999998,
-100.3999932E-6,15.1199999,
-99.999990198E-6,15.1199999,
-99.599994428E-6,15.1199999,
-99.199991382E-6,15.1199999,
-98.799995612E-6,15.1199999,
-98.399992567E-6,15.1199999,
-97.999996797E-6,15.1199999,
-97.599993751E-6,15.1199999,
-97.199990705E-6,15.1199999,
-96.799994935E-6,14.9600000,
-96.399991889E-6,15.1999998,
-95.999996120E-6,15.1199999,
-95.599993074E-6,15.1199999,
-95.199997304E-6,15.0400000,
-94.799994258E-6,15.0400000,
-94.399991212E-6,15.0400000,
-93.999995443E-6,15.1999998,
-93.599992397E-6,15.1199999,
-93.199996627E-6,15.1199999,
-92.799993581E-6,15.1199999,
-92.399990535E-6,15.0400000,
-91.999994766E-6,15.1999998,
-91.599991720E-6,14.9600000,
-91.199995950E-6,15.1199999,
-90.799992904E-6,15.1999998,
-90.399997134E-6,15.1999998,
-89.999994088E-6,14.9600000,
-89.599991043E-6,15.1199999,
-89.199995273E-6,15.0400000,
-88.799992227E-6,15.1999998,
-88.399996457E-6,14.9600000,
-87.999993411E-6,15.1999998,
-87.599990366E-6,15.1199999,
-87.199994596E-6,15.0400000,
-86.799991550E-6,15.1999998,
-86.399995780E-6,15.0400000,
-85.999992734E-6,15.1199999,
-85.599996964E-6,15.1199999,
-85.199993919E-6,15.0400000,
-84.799990873E-6,15.0400000,
-84.399995103E-6,15.1999998,
-83.999992057E-6,15.0400000,
-83.599996287E-6,14.9600000,
-83.199993242E-6,15.1199999,
-82.799990196E-6,15.0400000,
-82.399994426E-6,15.1999998,
-81.999991380E-6,15.1999998,
-81.599995610E-6,15.1199999,
-81.199992565E-6,15.1199999,
-80.799996795E-6,15.0400000,
-80.399993749E-6,15.0400000,
-79.999990703E-6,15.0400000,
-79.599994933E-6,15.1199999,
-79.199991887E-6,15.1199999,
-78.799996118E-6,15.1999998,
-78.399993072E-6,14.8800001,
-77.999990026E-6,15.0400000,
-77.599994256E-6,15.1199999,
-77.199991210E-6,15.0400000,
-76.799995441E-6,15.1199999,
-76.399992395E-6,15.1199999,
-75.999996625E-6,15.0400000,
-75.599993579E-6,15.1199999,
-75.199990533E-6,15.1999998,
-74.799994763E-6,15.1199999,
-74.399991718E-6,15.1199999,
-73.999995948E-6,15.1999998,
-73.599992902E-6,15.0400000,
-73.199989856E-6,15.1999998,
-72.799994086E-6,15.0400000,
-72.399991041E-6,15.1199999,
-71.999995271E-6,15.0400000,
-71.599992225E-6,15.1999998,
-71.199996455E-6,15.1999998,
-70.799993409E-6,15.0400000,
-70.399990364E-6,15.0400000,
-69.999994594E-6,15.1199999,
-69.599991548E-6,15.0400000,
-69.199995778E-6,15.1199999,
-68.799992732E-6,15.0400000,
-68.399996962E-6,15.0400000,
-67.999993917E-6,15.1199999,
-67.599990871E-6,15.0400000,
-67.199995101E-6,15.1999998,
-66.799992055E-6,15.1199999,
-66.399996285E-6,15.1999998,
-65.999993240E-6,15.1199999,
-65.599990194E-6,15.1999998,
-65.199994424E-6,15.1199999,
-64.799991378E-6,15.0400000,
-64.399995608E-6,15.0400000,
-63.999992562E-6,15.0400000,
-63.599996793E-6,15.0400000,
-63.199993747E-6,15.1199999,
-62.799990701E-6,15.0400000,
-62.399994931E-6,15.1199999,
-61.999991885E-6,15.0400000,
-61.599996116E-6,15.1199999,
-61.199993070E-6,15.1199999,
-60.799993662E-6,15.1999998,
-60.399994254E-6,15.0400000,
-59.999994846E-6,15.1199999,
-59.599991800E-6,15.0400000,
-59.199992393E-6,15.0400000,
-58.799992985E-6,14.9600000,
-58.399993577E-6,15.1199999,
-57.999994169E-6,15.1199999,
-57.599994761E-6,15.1999998,
-57.199991716E-6,15.1199999,
-56.799992308E-6,15.1999998,
-56.399992900E-6,15.0400000,
-55.999993492E-6,15.1999998,
-55.599994084E-6,15.1199999,
-55.199994677E-6,15.0400000,
-54.799991631E-6,15.1199999,
-54.39999222E-6,15.1999998,
-53.99999282E-6,15.1199999,
-53.59999341E-6,15.1199999,
-53.19999400E-6,15.1999998,
-52.79999459E-6,15.1199999,
-52.39999155E-6,15.1199999,
-51.99999214E-6,14.9600000,
-51.59999273E-6,14.9600000,
-51.19999332E-6,15.1999998,
-50.79999391E-6,15.1999998,
-50.39999451E-6,14.9600000,
-49.99999146E-6,15.0400000,
-49.59999205E-6,15.1999998,
-49.19999265E-6,15.2799997,
-48.79999324E-6,14.8800001,
-48.39999383E-6,15.1199999,
-47.99999442E-6,15.1999998,
-47.59999138E-6,15.1199999,
-47.19999197E-6,15.1199999,
-46.79999256E-6,15.1199999,
-46.39999315E-6,15.1199999,
-45.99999374E-6,15.1199999,
-45.59999434E-6,14.9600000,
-45.19999493E-6,15.0400000,
-44.79999188E-6,15.1999998,
-44.39999248E-6,15.1999998,
-43.99999307E-6,14.9600000,
-43.59999366E-6,15.0400000,
-43.19999425E-6,15.1199999,
-42.79999484E-6,15.1999998,
-42.39999180E-6,15.1999998,
-41.99999239E-6,15.1199999,
-41.59999298E-6,15.1199999,
-41.19999357E-6,15.0400000,
-40.79999417E-6,15.1199999,
-40.39999476E-6,15.1999998,
-39.99999171E-6,15.1199999,
-39.59999231E-6,15.1999998,
-39.19999290E-6,15.1999998,
-38.79999349E-6,15.0400000,
-38.39999408E-6,15.0400000,
-37.99999467E-6,15.1199999,
-37.59999163E-6,15.0400000,
-37.19999222E-6,15.1199999,
-36.79999281E-6,15.1199999,
-36.39999341E-6,15.0400000,
-35.99999400E-6,15.1999998,
-35.59999459E-6,15.1199999,
-35.19999154E-6,15.1199999,
-34.79999214E-6,15.1999998,
-34.39999273E-6,15.1999998,
-33.99999332E-6,15.0400000,
-33.59999391E-6,15.1999998,
-33.19999450E-6,14.9600000,
-32.79999146E-6,15.1199999,
-32.39999205E-6,15.1199999,
-31.99999264E-6,15.1999998,
-31.59999324E-6,15.1199999,
-31.19999383E-6,14.9600000,
-30.79999442E-6,15.1199999,
-30.39999319E-6,14.9600000,
-29.99999379E-6,15.0400000,
-29.59999256E-6,15.1999998,
-29.19999315E-6,15.0400000,
-28.79999374E-6,15.0400000,
-28.39999252E-6,14.9600000,
-27.99999311E-6,14.8800001,
-27.59999370E-6,14.9600000,
-27.19999247E-6,14.7999992,
-26.79999307E-6,15.2799997,
-26.39999366E-6,15.1199999,
-25.99999243E-6,15.0400000,
-25.59999302E-6,15.1199999,
-25.19999362E-6,15.0400000,
-24.79999239E-6,15.0400000,
-24.39999298E-6,15.1199999,
-23.99999357E-6,15.1199999,
-23.59999235E-6,15.0400000,
-23.19999294E-6,15.1199999,
-22.79999353E-6,15.1199999,
-22.39999230E-6,15.1199999,
-21.99999290E-6,15.0400000,
-21.59999349E-6,15.1199999,
-21.19999226E-6,15.1999998,
-20.79999285E-6,15.0400000,
-20.39999345E-6,15.1999998,
-19.9999922E-6,15.0400000,
-19.5999928E-6,15.0400000,
-19.1999934E-6,15.1199999,
-18.7999922E-6,15.1199999,
-18.3999928E-6,15.1199999,
-17.9999934E-6,15.0400000,
-17.5999921E-6,15.0400000,
-17.1999927E-6,15.1999998,
-16.7999933E-6,15.1199999,
-16.3999921E-6,15.1999998,
-15.9999927E-6,15.1199999,
-15.5999933E-6,15.0400000,
-15.1999930E-6,15.1199999,
-14.7999926E-6,15.1199999,
-14.3999932E-6,14.9600000,
-13.9999929E-6,15.1199999,
-13.5999926E-6,15.1999998,
-13.1999932E-6,15.1199999,
-12.7999929E-6,15.1999998,
-12.3999926E-6,15.0400000,
-11.9999931E-6,15.0400000,
-11.5999928E-6,15.1999998,
-11.1999925E-6,15.1999998,
-10.7999931E-6,15.0400000,
-10.3999928E-6,15.0400000,
-9.999992471E-6,15.0400000,
-9.599993064E-6,15.1199999,
-9.199992746E-6,15.0400000,
-8.799992429E-6,15.1199999,
-8.399993021E-6,15.0400000,
-7.999992704E-6,15.1199999,
-7.599992841E-6,15.1199999,
-7.19999252E-6,15.0400000,
-6.79999266E-6,15.0400000,
-6.39999280E-6,14.9600000,
-5.99999248E-6,14.7999992,
-5.59999262E-6,14.8800001,
-5.19999276E-6,15.1999998,
-4.79999289E-6,15.0400000,
-4.39999258E-6,14.9600000,
-3.99999271E-6,15.0400000,
-3.59999262E-6,15.1199999,
-3.19999253E-6,15.1999998,
-2.79999267E-6,15.1999998,
-2.3999926E-6,15.0400000,
-1.9999927E-6,15.1199999,
-1.5999926E-6,14.8800001,
-1.1999927E-6,14.8800001,
-799.992619704E-9,15.0400000,
-399.99261503E-9,14.8800001,
7.389644422E-12,14.8800001,
400.00739432E-9,14.9600000,
800.007398993E-9,14.7999992,
1.2000074E-6,14.7199993,
1.6000074E-6,14.6399994,
2.0000075E-6,14.6399994,
2.4000074E-6,14.6399994,
2.80000745E-6,14.3999996,
3.20000754E-6,14.3999996,
3.60000740E-6,14.5599995,
4.00000727E-6,14.3199997,
4.40000758E-6,14.3199997,
4.80000745E-6,14.3199997,
5.20000731E-6,14.3199997,
5.60000763E-6,14.0799999,
6.00000749E-6,14.1599998,
6.40000735E-6,14.1599998,
6.80000767E-6,15.1199999,
7.20000753E-6,15.1199999,
7.600007393E-6,15.1199999,
8.000007256E-6,15.0400000,
8.400007573E-6,14.7999992,
8.800007890E-6,14.8800001,
9.200007298E-6,14.7999992,
9.600007616E-6,14.7999992,
10.0000079E-6,15.1199999,
10.4000073E-6,14.9600000,
10.8000077E-6,14.9600000,
11.2000071E-6,14.8800001,
11.6000074E-6,14.7999992,
12.0000077E-6,14.9600000,
12.4000071E-6,14.7199993,
12.8000074E-6,14.7199993,
13.2000077E-6,14.6399994,
13.6000072E-6,14.5599995,
14.0000075E-6,14.4799995,
14.4000078E-6,14.3999996,
14.8000072E-6,14.3199997,
15.2000075E-6,14.2399998,
15.6000078E-6,14.2399998,
16.0000072E-6,14.2399998,
16.4000085E-6,14.1599998,
16.8000079E-6,14.0799999,
17.2000073E-6,14.0799999,
17.6000067E-6,14.0000000,
18.0000079E-6,13.9200001,
18.4000073E-6,13.8400002,
18.8000067E-6,13.6799994,
19.2000080E-6,13.7599993,
19.6000074E-6,13.5999994,
20.0000068E-6,13.5199995,
20.40000800E-6,13.4399996,
20.80000741E-6,13.4399996,
21.20000681E-6,13.2799997,
21.60000804E-6,13.2799997,
22.00000745E-6,13.1999998,
22.40000686E-6,13.2799997,
22.80000808E-6,13.1199999,
23.20000749E-6,13.1199999,
23.60000690E-6,13.0400000,
24.00000812E-6,13.0400000,
24.40000753E-6,13.0400000,
24.80000694E-6,12.9600000,
25.20000817E-6,12.7999992,
25.60000758E-6,12.7999992,
26.00000698E-6,12.7199993,
26.40000821E-6,12.6399994,
26.80000762E-6,12.5599995,
27.20000703E-6,12.6399994,
27.60000825E-6,12.4799995,
28.00000766E-6,12.3999996,
28.40000707E-6,12.3199997,
28.80000829E-6,12.1599998,
29.20000770E-6,12.2399998,
29.60000711E-6,12.2399998,
30.00000834E-6,12.2399998,
30.40000774E-6,12.0000000,
30.80000897E-6,12.0000000,
31.20000838E-6,11.9200001,
31.60000779E-6,11.9200001,
32.00000720E-6,11.9200001,
32.40000660E-6,11.7599993,
32.80000601E-6,11.8400002,
33.20000906E-6,11.6799994,
33.60000846E-6,11.6799994,
34.00000787E-6,11.5199995,
34.40000728E-6,11.5999994,
34.80000669E-6,11.5199995,
35.20000610E-6,11.3599997,
35.60000914E-6,11.3599997,
36.00000855E-6,11.2799997,
36.40000796E-6,11.2799997,
36.80000736E-6,11.2799997,
37.20000677E-6,11.1999998,
37.60000618E-6,11.1199999,
38.00000923E-6,10.9600000,
38.40000863E-6,10.9600000,
38.80000804E-6,11.0400000,
39.20000745E-6,10.8800001,
39.60000686E-6,10.9600000,
40.00000627E-6,10.8800001,
40.40000931E-6,10.8000002,
40.80000872E-6,10.7199993,
41.20000813E-6,10.7199993,
41.60000753E-6,10.5599995,
42.00000694E-6,10.6399994,
42.40000635E-6,10.4799995,
42.80000940E-6,10.4799995,
43.20000880E-6,10.5599995,
43.60000821E-6,10.3999996,
44.00000762E-6,10.3999996,
44.40000703E-6,10.3999996,
44.80000644E-6,10.3999996,
45.20000948E-6,10.1599998,
45.60000889E-6,10.2399998,
46.00000830E-6,10.0799999,
46.40000770E-6,10.1599998,
46.80000711E-6,10.0799999,
47.20000652E-6,10.0000000,
47.60000957E-6,10.0000000,
48.00000897E-6,9.920000076,
48.40000838E-6,9.840000153,
48.80000779E-6,9.920000076,
49.20000720E-6,9.760000229,
49.60000661E-6,9.760000229,
50.00000965E-6,9.760000229,
50.40000906E-6,9.679999352,
50.80000847E-6,9.599999428,
51.20000787E-6,9.519999504,
51.60000728E-6,9.519999504,
52.00000669E-6,9.519999504,
52.40000974E-6,9.519999504,
52.80000914E-6,9.439999580,
53.20000855E-6,9.359999657,
53.60000796E-6,9.359999657,
54.00000737E-6,9.279999733,
54.40000677E-6,9.279999733,
54.800009821E-6,9.199999809,
55.200009228E-6,9.199999809,
55.600008636E-6,9.119999886,
56.000008044E-6,9.119999886,
56.400007452E-6,9.039999962,
56.800006860E-6,9.039999962,
57.200006268E-6,9.039999962,
57.600009313E-6,9.039999962,
58.000008721E-6,8.960000038,
58.400008129E-6,8.800000191,
58.800007537E-6,8.880000114,
59.200006945E-6,8.720000267,
59.600006352E-6,8.800000191,
60.000009398E-6,8.720000267,
60.400008806E-6,8.720000267,
60.800008214E-6,8.559999466,
61.200007622E-6,8.559999466,
61.600010667E-6,8.479999542,
62.000006437E-6,8.559999466,
62.400009483E-6,8.479999542,
62.800005253E-6,8.479999542,
63.200008299E-6,8.319999695,
63.600011345E-6,8.399999619,
64.000007114E-6,8.399999619,
64.400010160E-6,8.319999695,
64.800005930E-6,8.159999847,
65.200008976E-6,8.159999847,
65.600004746E-6,8.239999771,
66.000007791E-6,8.159999847,
66.400010837E-6,8.079999924,
66.800006607E-6,8.079999924,
67.200009653E-6,8.000000000,
67.600005423E-6,8.000000000,
68.000008469E-6,7.919999599,
68.400011514E-6,7.919999599,
68.800007284E-6,7.919999599,
69.200010330E-6,7.839999676,
69.600006100E-6,7.919999599,
70.000009146E-6,7.759999752,
70.400004915E-6,7.839999676,
70.800007961E-6,7.679999828,
71.200011007E-6,7.679999828,
71.600006777E-6,7.679999828,
72.000009823E-6,7.599999905,
72.400005592E-6,7.599999905,
72.800008638E-6,7.440000057,
73.200011684E-6,7.440000057,
73.600007454E-6,7.440000057,
74.000010500E-6,7.519999981,
74.400006270E-6,7.440000057,
74.800009315E-6,7.27999973,
75.200005085E-6,7.35999966,
75.600008131E-6,7.19999981,
76.000011177E-6,7.27999973,
76.400006947E-6,7.27999973,
76.800009992E-6,7.27999973,
77.200005762E-6,7.27999973,
77.600008808E-6,7.03999996,
78.000011854E-6,7.03999996,
78.400007624E-6,7.03999996,
78.800010670E-6,6.96000004,
79.200006439E-6,7.11999989,
79.600009485E-6,6.96000004,
80.000005255E-6,6.96000004,
80.400008301E-6,6.87999964,
80.800011347E-6,6.96000004,
81.200007116E-6,6.87999964,
81.600010162E-6,6.87999964,
82.000005932E-6,6.79999971,
82.400008978E-6,6.79999971,
82.800004748E-6,6.71999979,
83.200007793E-6,6.63999987,
83.600010839E-6,6.63999987,
84.000006609E-6,6.63999987,
84.400009655E-6,6.63999987,
84.800005425E-6,6.55999994,
85.200008471E-6,6.55999994,
85.600011516E-6,6.55999994,
86.000007286E-6,6.48000002,
86.400010332E-6,6.48000002,
86.800006102E-6,6.39999962,
87.200009148E-6,6.39999962,
87.600004917E-6,6.39999962,
88.000007963E-6,6.39999962,
88.400011009E-6,6.31999969,
88.800006779E-6,6.23999977,
89.200009825E-6,6.39999962,
89.600005595E-6,6.15999985,
90.000008640E-6,6.23999977,
90.400011686E-6,6.23999977,
90.800007456E-6,6.23999977,
91.200010502E-6,6.00000000,
91.600006272E-6,6.07999992,
92.000009317E-6,6.07999992,
92.400005087E-6,6.07999992,
92.800008133E-6,5.92000008,
93.200011179E-6,6.00000000,
93.600006949E-6,6.00000000,
94.000009994E-6,5.83999968,
94.400005764E-6,5.83999968,
94.800008810E-6,5.83999968,
95.200011856E-6,5.83999968,
95.600007626E-6,5.83999968,
96.000010672E-6,5.75999975,
96.400006441E-6,5.83999968,
96.800009487E-6,5.83999968,
97.200005257E-6,5.75999975,
97.600008303E-6,5.75999975,
98.000011349E-6,5.67999983,
98.400007118E-6,5.67999983,
98.800010164E-6,5.59999990,
99.200005934E-6,5.59999990,
99.600008980E-6,5.59999990,
100.0000120E-6,5.51999998,
100.4000078E-6,5.51999998,
100.8000108E-6,5.51999998,
101.2000066E-6,5.44000006,
101.6000097E-6,5.44000006,
102.0000054E-6,5.44000006,
102.4000085E-6,5.44000006,
102.8000115E-6,5.27999973,
103.2000073E-6,5.44000006,
103.6000103E-6,5.27999973,
104.0000061E-6,5.35999966,
104.4000091E-6,5.19999981,
104.8000122E-6,5.27999973,
105.2000080E-6,5.27999973,
105.6000110E-6,5.27999973,
106.0000068E-6,5.19999981,
106.4000098E-6,5.19999981,
106.8000056E-6,5.11999989,
107.2000086E-6,5.11999989,
107.6000117E-6,5.19999981,
108.0000075E-6,5.11999989,
108.4000105E-6,5.03999996,
108.8000063E-6,5.03999996,
109.2000093E-6,5.03999996,
109.6000051E-6,5.03999996,
110.0000081E-6,5.03999996,
110.4000112E-6,4.96000004,
110.8000070E-6,4.88000011,
111.2000100E-6,4.96000004,
111.6000058E-6,4.88000011,
112.0000088E-6,4.88000011,
112.4000119E-6,4.79999971,
112.8000076E-6,4.79999971,
113.2000107E-6,4.71999979,
113.6000064E-6,4.79999971,
114.0000095E-6,4.79999971,
114.4000053E-6,4.63999987,
114.8000083E-6,4.63999987,
115.2000114E-6,4.63999987,
115.6000071E-6,4.63999987,
116.0000102E-6,4.63999987,
116.4000059E-6,4.63999987,
116.8000090E-6,4.63999987,
117.2000120E-6,4.63999987,
117.6000078E-6,4.48000002,
118.0000108E-6,4.55999994,
118.4000066E-6,4.48000002,
118.8000097E-6,4.63999987,
119.2000054E-6,4.48000002,
119.6000085E-6,4.40000010,
120.0000115E-6,4.40000010,
120.4000073E-6,4.48000002,
120.8000103E-6,4.40000010,
121.2000061E-6,4.40000010,
121.6000092E-6,4.31999969,
122.0000122E-6,4.31999969,
122.4000152E-6,4.40000010,
122.8000037E-6,4.23999977,
123.2000068E-6,4.31999969,
123.6000098E-6,4.40000010,
124.0000129E-6,4.23999977,
124.4000159E-6,4.31999969,
124.8000044E-6,4.31999969,
125.2000075E-6,4.23999977,
125.6000105E-6,4.07999992,
126.0000136E-6,4.23999977,
126.4000020E-6,4.15999985,
126.8000051E-6,4.15999985,
127.2000081E-6,4.07999992,
127.6000112E-6,4.23999977,
128.0000142E-6,4.15999985,
128.4000027E-6,4.00000000,
128.8000058E-6,4.00000000,
129.2000088E-6,4.00000000,
129.6000119E-6,4.07999992,
130.0000149E-6,4.00000000,
130.4000034E-6,4.07999992,
130.8000064E-6,3.75999999,
131.2000095E-6,4.00000000,
131.6000125E-6,3.91999984,
132.0000156E-6,4.00000000,
132.4000041E-6,3.83999991,
132.8000071E-6,3.91999984,
133.2000102E-6,3.83999991,
133.6000132E-6,3.83999991,
134.0000017E-6,3.67999983,
134.4000048E-6,3.83999991,
134.8000078E-6,3.67999983,
135.2000108E-6,3.75999999,
135.6000139E-6,3.67999983,
136.0000024E-6,3.83999991,
136.4000054E-6,3.67999983,
136.8000085E-6,3.75999999,
137.2000115E-6,3.75999999,
137.6000146E-6,3.75999999,
138.0000031E-6,3.59999990,
138.4000061E-6,3.67999983,
138.8000092E-6,3.51999998,
139.2000122E-6,3.59999990,
139.6000152E-6,3.59999990,
140.0000037E-6,3.51999998,
140.4000068E-6,3.43999982,
140.8000098E-6,3.43999982,
141.2000129E-6,3.59999990,
141.6000159E-6,3.43999982,
142.0000044E-6,3.51999998,
142.4000075E-6,3.43999982,
142.8000105E-6,3.51999998,
143.2000136E-6,3.43999982,
143.6000020E-6,3.43999982,
