time(s),volt(V),
-157.99999528E-6,15.0400000,
-156.99998767E-6,15.0400000,
-155.99999460E-6,15.0400000,
-154.99998699E-6,15.0400000,
-153.99999393E-6,15.0400000,
-153.00000086E-6,15.0400000,
-151.99999325E-6,15.0400000,
-151.00000019E-6,15.0400000,
-149.99999257E-6,15.0400000,
-148.99999951E-6,15.0400000,
-147.9999919E-6,15.0400000,
-146.9999988E-6,15.0400000,
-145.9999912E-6,15.0400000,
-144.9999982E-6,15.0400000,
-143.9999905E-6,15.0400000,
-142.9999975E-6,15.0400000,
-141.9999899E-6,15.0400000,
-140.9999968E-6,15.0400000,
-139.9999892E-6,15.0400000,
-138.9999961E-6,15.0400000,
-137.9999885E-6,15.0400000,
-136.9999954E-6,15.0400000,
-135.9999878E-6,15.0400000,
-134.9999948E-6,15.0400000,
-133.9999872E-6,15.0400000,
-132.9999941E-6,15.0400000,
-132.0000010E-6,15.0400000,
-130.9999934E-6,15.0400000,
-130.0000004E-6,15.0400000,
-128.9999927E-6,15.0400000,
-127.9999997E-6,15.0400000,
-126.9999921E-6,15.0400000,
-125.9999990E-6,15.0400000,
-124.9999914E-6,15.0400000,
-123.9999983E-6,15.0400000,
-122.9999907E-6,15.0400000,
-121.9999976E-6,15.0400000,
-120.9999973E-6,15.0400000,
-119.9999970E-6,15.0400000,
-118.9999966E-6,15.0400000,
-117.9999963E-6,15.0400000,
-116.9999960E-6,15.0400000,
-115.9999956E-6,15.0400000,
-114.9999953E-6,15.0400000,
-113.9999949E-6,15.0400000,
-112.9999946E-6,14.9600000,
-111.9999943E-6,15.0400000,
-110.9999939E-6,15.0400000,
-109.9999936E-6,15.0400000,
-108.9999932E-6,15.0400000,
-107.9999929E-6,15.0400000,
-106.9999926E-6,15.0400000,
-105.9999922E-6,15.0400000,
-104.9999919E-6,15.0400000,
-103.9999916E-6,15.0400000,
-102.9999912E-6,15.0400000,
-101.9999909E-6,15.0400000,
-100.9999978E-6,15.1199999,
-99.999997474E-6,15.0400000,
-98.999997135E-6,15.0400000,
-97.999996797E-6,15.0400000,
-96.999996458E-6,15.0400000,
-95.999996120E-6,15.0400000,
-94.999995781E-6,15.0400000,
-93.999995443E-6,15.0400000,
-92.999995104E-6,15.0400000,
-91.999994766E-6,15.0400000,
-90.999994427E-6,15.0400000,
-89.999994088E-6,15.0400000,
-88.999993750E-6,15.0400000,
-87.999993411E-6,15.0400000,
-86.999993073E-6,15.0400000,
-85.999992734E-6,15.0400000,
-84.999992396E-6,15.0400000,
-83.999992057E-6,15.0400000,
-82.999991719E-6,15.0400000,
-81.999991380E-6,15.0400000,
-80.999991042E-6,15.0400000,
-79.999997979E-6,15.0400000,
-78.999997640E-6,15.0400000,
-77.999997302E-6,15.0400000,
-76.999996963E-6,15.0400000,
-75.999996625E-6,15.0400000,
-74.999996286E-6,15.0400000,
-73.999995948E-6,15.0400000,
-72.999995609E-6,15.0400000,
-71.999995271E-6,15.0400000,
-70.999994932E-6,15.0400000,
-69.999994594E-6,15.0400000,
-68.999994255E-6,15.0400000,
-67.999993917E-6,15.0400000,
-66.999993578E-6,15.0400000,
-65.999993240E-6,15.0400000,
-64.999992901E-6,15.0400000,
-63.999992562E-6,15.0400000,
-62.999992224E-6,15.0400000,
-61.999991885E-6,15.0400000,
-60.999995185E-6,15.0400000,
-59.999994846E-6,15.0400000,
-58.999994508E-6,15.0400000,
-57.999994169E-6,15.0400000,
-56.999993831E-6,15.0400000,
-55.999993492E-6,15.0400000,
-54.999993154E-6,15.0400000,
-53.99999282E-6,15.0400000,
-52.99999611E-6,15.0400000,
-51.99999578E-6,15.0400000,
-50.99999544E-6,15.0400000,
-49.99999510E-6,15.0400000,
-48.99999476E-6,15.0400000,
-47.99999442E-6,15.0400000,
-46.99999408E-6,15.0400000,
-45.99999374E-6,15.0400000,
-44.99999341E-6,15.0400000,
-43.99999307E-6,15.0400000,
-42.99999273E-6,15.0400000,
-41.99999603E-6,15.0400000,
-40.99999569E-6,15.0400000,
-39.99999535E-6,15.0400000,
-38.99999501E-6,15.0400000,
-37.99999467E-6,15.0400000,
-36.99999434E-6,15.0400000,
-35.99999400E-6,15.0400000,
-34.99999366E-6,15.0400000,
-33.99999332E-6,15.0400000,
-32.99999298E-6,15.0400000,
-31.99999628E-6,15.0400000,
-30.99999594E-6,15.0400000,
-29.99999379E-6,15.0400000,
-28.99999527E-6,15.0400000,
-27.99999493E-6,15.0400000,
-26.99999459E-6,15.0400000,
-25.99999425E-6,15.0400000,
-24.99999391E-6,15.0400000,
-23.99999357E-6,15.0400000,
-22.99999505E-6,15.0400000,
-21.99999471E-6,15.0400000,
-20.99999438E-6,15.0400000,
-19.9999940E-6,15.0400000,
-18.9999937E-6,15.0400000,
-17.9999952E-6,15.0400000,
-16.9999948E-6,15.0400000,
-15.9999945E-6,15.0400000,
-14.9999942E-6,15.0400000,
-13.9999947E-6,15.0400000,
-12.9999944E-6,15.0400000,
-11.9999950E-6,15.0400000,
-10.9999946E-6,15.0400000,
-9.999994290E-6,15.0400000,
-8.999994861E-6,14.9600000,
-7.999994523E-6,14.8800001,
-6.99999464E-6,14.7999992,
-5.99999476E-6,14.7999992,
-4.99999442E-6,14.7999992,
-3.99999453E-6,14.7199993,
-2.99999465E-6,14.7199993,
-1.9999945E-6,14.6399994,
-999.994540507E-9,14.6399994,
5.45696819E-12,14.5599995,
1.0000055E-6,14.5599995,
2.0000055E-6,14.5599995,
3.00000556E-6,14.5599995,
4.00000545E-6,14.4799995,
5.00000533E-6,14.3999996,
6.00000567E-6,14.3999996,
7.00000555E-6,14.3199997,
8.000005437E-6,14.3199997,
9.000005775E-6,14.2399998,
10.0000052E-6,14.2399998,
11.0000055E-6,14.2399998,
12.0000059E-6,14.2399998,
13.0000053E-6,14.0799999,
14.0000056E-6,14.0799999,
15.0000051E-6,14.0799999,
16.0000054E-6,14.0000000,
17.0000058E-6,14.0000000,
18.0000061E-6,13.9200001,
19.0000046E-6,13.9200001,
20.0000050E-6,13.8400002,
21.00000529E-6,13.8400002,
22.00000563E-6,13.7599993,
23.00000597E-6,13.7599993,
24.00000449E-6,13.6799994,
25.00000483E-6,13.6799994,
26.00000516E-6,13.6799994,
27.00000550E-6,13.5999994,
28.00000584E-6,13.5999994,
29.00000618E-6,13.5999994,
30.00000470E-6,13.5199995,
31.00000686E-6,13.5199995,
32.00000356E-6,13.4399996,
33.00000390E-6,13.3599997,
34.00000423E-6,13.4399996,
35.00000457E-6,13.3599997,
36.00000491E-6,13.2799997,
37.00000525E-6,13.2799997,
38.00000559E-6,13.2799997,
39.00000593E-6,13.1999998,
40.00000627E-6,13.1999998,
41.00000660E-6,13.1999998,
42.00000694E-6,13.1199999,
43.00000364E-6,13.1199999,
44.00000398E-6,13.0400000,
45.00000432E-6,13.0400000,
46.00000466E-6,13.0400000,
47.00000500E-6,12.9600000,
48.00000534E-6,12.8800001,
49.00000567E-6,12.8800001,
50.00000601E-6,12.8800001,
51.00000635E-6,12.7999992,
52.00000669E-6,12.7999992,
53.00000703E-6,12.7999992,
54.00000373E-6,12.7199993,
55.000004068E-6,12.7199993,
56.000004406E-6,12.6399994,
57.000004745E-6,12.6399994,
58.000005083E-6,12.6399994,
59.000005422E-6,12.6399994,
60.000005760E-6,12.5599995,
61.000006099E-6,12.5599995,
62.000006437E-6,12.4799995,
63.000006776E-6,12.4799995,
64.000007114E-6,12.4799995,
65.000007453E-6,12.3999996,
66.000007791E-6,12.3999996,
67.000008130E-6,12.3999996,
68.000008469E-6,12.3199997,
69.000008807E-6,12.3199997,
70.000001870E-6,12.2399998,
71.000002208E-6,12.2399998,
72.000002547E-6,12.1599998,
73.000002885E-6,12.1599998,
74.000003224E-6,12.1599998,
75.000003562E-6,12.0799999,
76.000003901E-6,12.0799999,
77.000004239E-6,12.0799999,
78.000004578E-6,12.0000000,
79.000004916E-6,12.0000000,
80.000005255E-6,12.0000000,
81.000005594E-6,12.0000000,
82.000005932E-6,11.9200001,
83.000006271E-6,11.9200001,
84.000006609E-6,11.8400002,
85.000006948E-6,11.8400002,
86.000007286E-6,11.8400002,
87.000007625E-6,11.7599993,
88.000007963E-6,11.7599993,
89.000008302E-6,11.7599993,
90.000008640E-6,11.6799994,
91.000001703E-6,11.6799994,
92.000002041E-6,11.5999994,
93.000002380E-6,11.5199995,
94.000002719E-6,11.5199995,
95.000003057E-6,11.5199995,
96.000003396E-6,11.5199995,
97.000003734E-6,11.4399996,
98.000004073E-6,11.4399996,
99.000004411E-6,11.3599997,
100.0000047E-6,11.3599997,
101.0000051E-6,11.3599997,
102.0000054E-6,11.3599997,
103.0000058E-6,11.2799997,
104.0000061E-6,11.2799997,
105.0000064E-6,11.1999998,
106.0000068E-6,11.1999998,
107.0000071E-6,11.1199999,
108.0000075E-6,11.1199999,
109.0000078E-6,11.1199999,
110.0000081E-6,11.1199999,
111.0000085E-6,11.0400000,
112.0000088E-6,11.0400000,
113.0000019E-6,10.9600000,
114.0000022E-6,10.9600000,
115.0000026E-6,10.9600000,
116.0000029E-6,10.8800001,
117.0000032E-6,10.8000002,
118.0000036E-6,10.8800001,
119.0000039E-6,10.8000002,
120.0000042E-6,10.8000002,
121.0000046E-6,10.8000002,
122.0000049E-6,10.7199993,
123.0000053E-6,10.6399994,
123.9999983E-6,10.7199993,
125.0000059E-6,10.6399994,
125.9999990E-6,10.6399994,
127.0000066E-6,10.6399994,
127.9999997E-6,10.5599995,
129.0000073E-6,10.5599995,
130.0000004E-6,10.4799995,
131.0000080E-6,10.4799995,
132.0000010E-6,10.4799995,
133.0000086E-6,10.3999996,
134.0000017E-6,10.3999996,
135.0000093E-6,10.3999996,
136.0000024E-6,10.3199997,
137.0000100E-6,10.3199997,
138.0000031E-6,10.3199997,
139.0000107E-6,10.3199997,
140.0000037E-6,10.3199997,
141.0000114E-6,10.2399998,
142.0000044E-6,10.2399998,
143.0000120E-6,10.1599998,
144.0000051E-6,10.1599998,
144.9999982E-6,10.1599998,
146.0000058E-6,10.0799999,
146.9999988E-6,10.0799999,
148.0000064E-6,10.0799999,
148.99999951E-6,10.0799999,
150.00000712E-6,10.0000000,
151.00000019E-6,10.0000000,
152.00000780E-6,10.0000000,
153.00000086E-6,9.920000076,
154.00000848E-6,9.920000076,
155.00000154E-6,9.920000076,
156.00000916E-6,9.920000076,
157.00000222E-6,9.920000076,
158.00000983E-6,9.760000229,
159.00000290E-6,9.840000153,
160.00001051E-6,9.760000229,
161.00000357E-6,9.760000229,
162.00001119E-6,9.679999352,
163.00000425E-6,9.679999352,
164.00001186E-6,9.679999352,
165.00000493E-6,9.679999352,
165.99999799E-6,9.599999428,
167.00000560E-6,9.599999428,
167.99999867E-6,9.599999428,
169.00000628E-6,9.599999428,
169.99999934E-6,9.519999504,
171.00000696E-6,9.519999504,
172.00000002E-6,9.439999580,
173.00000763E-6,9.439999580,
174.00000070E-6,9.439999580,
175.00000831E-6,9.439999580,
176.00000137E-6,9.439999580,
177.00000899E-6,9.359999657,
178.00000205E-6,9.359999657,
179.00000967E-6,9.279999733,
180.00000273E-6,9.279999733,
181.00001034E-6,9.279999733,
182.00000341E-6,9.279999733,
183.00001102E-6,9.279999733,
184.00000408E-6,9.199999809,
185.00001170E-6,9.199999809,
186.00000476E-6,9.199999809,
186.99999782E-6,9.199999809,
188.00000544E-6,9.119999886,
188.99999850E-6,9.119999886,
190.00000611E-6,9.039999962,
190.99999918E-6,8.960000038,
192.00000679E-6,9.039999962,
192.99999985E-6,9.039999962,
194.00000747E-6,9.039999962,
195.00000053E-6,8.960000038,
196.00000815E-6,8.880000114,
197.00000121E-6,8.880000114,
198.00000882E-6,8.880000114,
199.00000188E-6,8.800000191,
200.00000950E-6,8.880000114,
201.00000256E-6,8.800000191,
202.00001018E-6,8.800000191,
203.00000324E-6,8.800000191,
204.00001085E-6,8.720000267,
205.00000392E-6,8.639999390,
206.00001153E-6,8.720000267,
207.00000459E-6,8.639999390,
208.00001221E-6,8.639999390,
209.00000527E-6,8.639999390,
209.99999833E-6,8.559999466,
211.00000595E-6,8.559999466,
211.99999901E-6,8.559999466,
213.00000662E-6,8.559999466,
213.99999969E-6,8.559999466,
215.00000730E-6,8.559999466,
216.00000036E-6,8.479999542,
217.00000798E-6,8.479999542,
218.00000104E-6,8.479999542,
219.00000866E-6,8.399999619,
220.00000172E-6,8.399999619,
221.00000933E-6,8.399999619,
222.00000240E-6,8.399999619,
223.00001001E-6,8.319999695,
224.00000307E-6,8.239999771,
225.00001069E-6,8.319999695,
226.00000375E-6,8.239999771,
227.00001136E-6,8.319999695,
228.00000443E-6,8.239999771,
229.00001204E-6,8.159999847,
230.00000510E-6,8.239999771,
230.99999817E-6,8.159999847,
232.00000578E-6,8.159999847,
232.99999884E-6,8.079999924,
234.00000646E-6,8.079999924,
234.99999952E-6,8.079999924,
236.00000713E-6,8.000000000,
237.00000020E-6,8.000000000,
238.00000781E-6,8.000000000,
239.00000087E-6,8.000000000,
240.00000849E-6,7.919999599,
241.00000155E-6,8.000000000,
242.00000917E-6,7.919999599,
243.00000223E-6,7.919999599,
244.00000984E-6,7.919999599,
245.00000291E-6,7.919999599,
246.00001052E-6,7.839999676,
247.00001813E-6,7.839999676,
247.99999665E-6,7.839999676,
249.00000426E-6,7.839999676,
250.00001187E-6,7.759999752,
250.99999039E-6,7.759999752,
251.99999800E-6,7.759999752,
253.00000561E-6,7.759999752,
254.00001323E-6,7.759999752,
254.99999174E-6,7.679999828,
255.99999935E-6,7.679999828,
257.00000697E-6,7.679999828,
258.00001458E-6,7.599999905,
258.99999309E-6,7.599999905,
260.00000071E-6,7.599999905,
261.00000832E-6,7.599999905,
262.00001594E-6,7.519999981,
262.99999445E-6,7.519999981,
264.00000206E-6,7.519999981,
265.00000968E-6,7.440000057,
266.00001729E-6,7.519999981,
266.99999580E-6,7.440000057,
268.00000342E-6,7.440000057,
269.00001103E-6,7.35999966,
270.00001865E-6,7.35999966,
270.99999716E-6,7.35999966,
272.00000477E-6,7.35999966,
273.00001238E-6,7.35999966,
273.99999090E-6,7.35999966,
274.99999851E-6,7.27999973,
276.00000612E-6,7.27999973,
277.00001374E-6,7.27999973,
277.99999225E-6,7.19999981,
278.99999986E-6,7.19999981,
280.00000748E-6,7.19999981,
281.00001509E-6,7.19999981,
281.99999360E-6,7.19999981,
283.00000122E-6,7.19999981,
284.00000883E-6,7.11999989,
285.00001645E-6,7.11999989,
285.99999496E-6,7.03999996,
287.00000257E-6,7.03999996,
288.00001019E-6,7.03999996,
289.00001780E-6,7.03999996,
289.99999631E-6,7.03999996,
291.00000393E-6,7.03999996,
292.00001154E-6,6.96000004,
293.00001916E-6,6.96000004,
293.99999767E-6,6.96000004,
295.00000528E-6,6.87999964,
296.00001290E-6,6.87999964,
296.99999141E-6,6.87999964,
297.99999902E-6,6.87999964,
299.00000663E-6,6.79999971,
300.00001425E-6,6.87999964,
300.99999276E-6,6.79999971,
302.00000037E-6,6.79999971,
303.00000799E-6,6.79999971,
304.00001560E-6,6.71999979,
304.99999411E-6,6.71999979,
306.00000173E-6,6.71999979,
307.00000934E-6,6.71999979,
308.00001696E-6,6.71999979,
308.99999547E-6,6.71999979,
310.00000308E-6,6.63999987,
311.00001070E-6,6.63999987,
312.00001831E-6,6.63999987,
312.99999682E-6,6.63999987,
314.00000444E-6,6.55999994,
315.00001205E-6,6.55999994,
315.99999056E-6,6.55999994,
316.99999818E-6,6.55999994,
318.00000579E-6,6.55999994,
319.00001341E-6,6.55999994,
319.99999192E-6,6.55999994,
320.99999953E-6,6.48000002,
322.00000715E-6,6.48000002,
323.00001476E-6,6.48000002,
323.99999327E-6,6.39999962,
325.00000088E-6,6.39999962,
326.00000850E-6,6.39999962,
327.00001611E-6,6.39999962,
327.99999462E-6,6.31999969,
329.00000224E-6,6.31999969,
330.00000985E-6,6.39999962,
331.00001747E-6,6.31999969,
331.99999598E-6,6.31999969,
333.00000359E-6,6.23999977,
334.00001121E-6,6.31999969,
335.00001882E-6,6.23999977,
335.99999733E-6,6.23999977,
337.00000495E-6,6.23999977,
338.00001256E-6,6.23999977,
338.99999107E-6,6.15999985,
339.99999869E-6,6.15999985,
341.00000630E-6,6.15999985,
342.00001392E-6,6.15999985,
342.99999243E-6,6.15999985,
344.00000004E-6,6.07999992,
345.00000766E-6,6.07999992,
346.00001527E-6,6.07999992,
346.99999378E-6,6.07999992,
348.00000140E-6,6.07999992,
349.00000901E-6,6.00000000,
350.00001662E-6,6.00000000,
350.99999513E-6,6.00000000,
352.00000275E-6,5.92000008,
353.00001036E-6,6.00000000,
354.00001798E-6,5.92000008,
354.99999649E-6,5.92000008,
356.00000410E-6,5.92000008,
357.00001172E-6,5.92000008,
357.99999023E-6,5.92000008,
358.99999784E-6,5.92000008,
360.00000546E-6,5.83999968,
361.00001307E-6,5.83999968,
361.99999158E-6,5.83999968,
362.99999920E-6,5.83999968,
364.00000681E-6,5.83999968,
365.00001443E-6,5.83999968,
365.99999294E-6,5.75999975,
367.00000055E-6,5.83999968,
368.00000817E-6,5.75999975,
369.00001578E-6,5.75999975,
369.99999429E-6,5.67999983,
371.00000191E-6,5.67999983,
372.00000952E-6,5.67999983,
373.00001713E-6,5.67999983,
373.99999565E-6,5.67999983,
375.00000326E-6,5.67999983,
376.00001087E-6,5.67999983,
377.00001849E-6,5.59999990,
377.99999700E-6,5.59999990,
379.00000461E-6,5.59999990,
380.00001223E-6,5.59999990,
380.99999074E-6,5.51999998,
381.99999835E-6,5.51999998,
383.00000597E-6,5.51999998,
384.00001358E-6,5.51999998,
384.99999209E-6,5.51999998,
385.99999971E-6,5.51999998,
387.00000732E-6,5.51999998,
388.00001494E-6,5.51999998,
388.99999345E-6,5.44000006,
390.00000106E-6,5.44000006,
391.00000868E-6,5.44000006,
392.00001629E-6,5.35999966,
392.99999480E-6,5.35999966,
394.00000242E-6,5.35999966,
395.00001003E-6,5.35999966,
396.00001764E-6,5.35999966,
396.99999616E-6,5.35999966,
398.00000377E-6,5.35999966,
399.00001138E-6,5.27999973,
400.00001900E-6,5.27999973,
400.99999751E-6,5.27999973,
402.00000512E-6,5.19999981,
403.00001274E-6,5.19999981,
403.999991249E-6,5.19999981,
404.999998864E-6,5.19999981,
406.000006478E-6,5.19999981,
407.000014093E-6,5.19999981,
407.999992603E-6,5.19999981,
409.000000218E-6,5.19999981,
410.000007832E-6,5.19999981,
411.000015447E-6,5.19999981,
411.999993958E-6,5.19999981,
413.000001572E-6,5.19999981,
414.000009187E-6,5.11999989,
415.000016801E-6,5.11999989,
415.999995312E-6,5.11999989,
417.000002926E-6,5.03999996,
418.000010541E-6,5.03999996,
419.000018155E-6,5.03999996,
419.999996666E-6,5.03999996,
421.000004280E-6,5.03999996,
422.000011895E-6,5.03999996,
422.999990406E-6,4.96000004,
423.999998020E-6,4.96000004,
425.000005635E-6,4.96000004,
426.000013249E-6,4.96000004,
426.999991760E-6,4.96000004,
427.999999374E-6,4.96000004,
429.000006989E-6,4.96000004,
430.000014603E-6,4.96000004,
430.999993114E-6,4.88000011,
432.000000728E-6,4.88000011,
433.000008343E-6,4.88000011,
434.000015957E-6,4.88000011,
434.999994468E-6,4.88000011,
436.000002082E-6,4.79999971,
437.000009697E-6,4.79999971,
438.000017311E-6,4.79999971,
438.999995822E-6,4.79999971,
440.000003437E-6,4.79999971,
441.000011051E-6,4.71999979,
442.000018666E-6,4.79999971,
442.999997176E-6,4.71999979,
444.000004791E-6,4.71999979,
445.000012405E-6,4.71999979,
445.999990916E-6,4.71999979,
446.999998530E-6,4.63999987,
448.000006145E-6,4.63999987,
449.000013759E-6,4.63999987,
449.999992270E-6,4.63999987,
450.999999885E-6,4.63999987,
452.000007499E-6,4.63999987,
453.000015114E-6,4.63999987,
453.999993624E-6,4.63999987,
455.000001239E-6,4.55999994,
456.000008853E-6,4.55999994,
457.000016468E-6,4.55999994,
457.999994978E-6,4.55999994,
459.000002593E-6,4.55999994,
460.000010207E-6,4.55999994,
461.000017822E-6,4.55999994,
461.999996332E-6,4.55999994,
463.000003947E-6,4.55999994,
464.000011561E-6,4.48000002,
464.999990072E-6,4.48000002,
465.999997687E-6,4.48000002,
467.000005301E-6,4.48000002,
468.000012916E-6,4.40000010,
468.999991426E-6,4.48000002,
469.999999041E-6,4.48000002,
471.000006655E-6,4.40000010,
472.000014270E-6,4.48000002,
472.999992780E-6,4.40000010,
474.000000395E-6,4.40000010,
475.000008009E-6,4.40000010,
476.000015624E-6,4.40000010,
476.999994135E-6,4.31999969,
478.000001749E-6,4.31999969,
479.000009364E-6,4.31999969,
480.000016978E-6,4.31999969,
480.999995489E-6,4.31999969,
482.000003103E-6,4.31999969,
483.000010718E-6,4.31999969,
484.000018332E-6,4.31999969,
484.999996843E-6,4.23999977,
486.000004457E-6,4.23999977,
487.000012072E-6,4.23999977,
487.999990582E-6,4.23999977,
488.999998197E-6,4.23999977,
490.000005811E-6,4.23999977,
491.000013426E-6,4.15999985,
492.000021040E-6,4.15999985,
493.000028655E-6,4.15999985,
493.999978062E-6,4.15999985,
494.999985676E-6,4.15999985,
495.999993291E-6,4.15999985,
497.000000905E-6,4.07999992,
498.000008520E-6,4.07999992,
499.000016134E-6,4.07999992,
500.000023749E-6,4.15999985,
501.000031363E-6,4.07999992,
501.999980770E-6,4.07999992,
502.999988385E-6,4.07999992,
503.999995999E-6,4.00000000,
505.000003614E-6,4.07999992,
506.000011228E-6,4.00000000,
507.000018843E-6,4.00000000,
508.000026457E-6,4.00000000,
508.999975864E-6,4.00000000,
509.999983478E-6,4.00000000,
510.999991093E-6,4.00000000,
511.999998707E-6,4.00000000,
513.000006322E-6,3.91999984,
514.000013936E-6,3.91999984,
515.000021551E-6,4.00000000,
516.000029165E-6,3.91999984,
516.999978572E-6,3.91999984,
517.999986187E-6,3.91999984,
518.999993801E-6,3.91999984,
520.000001416E-6,3.83999991,
521.000009030E-6,3.91999984,
522.000016645E-6,3.91999984,
523.000024259E-6,3.91999984,
524.000031874E-6,3.83999991,
524.999981280E-6,3.83999991,
525.999988895E-6,3.83999991,
526.999996509E-6,3.83999991,
528.000004124E-6,3.83999991,
529.000011738E-6,3.83999991,
530.000019353E-6,3.75999999,
531.000026967E-6,3.83999991,
531.999976374E-6,3.75999999,
532.999983989E-6,3.75999999,
533.999991603E-6,3.75999999,
534.999999218E-6,3.75999999,
536.000006832E-6,3.75999999,
537.000014447E-6,3.75999999,
538.000022061E-6,3.75999999,
539.000029676E-6,3.67999983,
539.999979082E-6,3.75999999,
540.999986697E-6,3.67999983,
541.999994311E-6,3.67999983,
543.000001926E-6,3.67999983,
544.000009540E-6,3.67999983,
545.000017155E-6,3.59999990,
546.000024769E-6,3.67999983,
547.000032384E-6,3.59999990,
547.999981791E-6,3.59999990,
548.999989405E-6,3.59999990,
549.999997020E-6,3.59999990,
551.000004634E-6,3.59999990,
552.000012249E-6,3.59999990,
553.000019863E-6,3.59999990,
554.000027478E-6,3.59999990,
554.999976885E-6,3.59999990,
555.999984499E-6,3.59999990,
556.999992114E-6,3.59999990,
557.999999728E-6,3.51999998,
559.000007343E-6,3.59999990,
560.000014957E-6,3.51999998,
561.000022572E-6,3.51999998,
562.000030186E-6,3.43999982,
562.999979593E-6,3.51999998,
563.999987207E-6,3.43999982,
564.999994822E-6,3.43999982,
566.000002436E-6,3.43999982,
567.000010051E-6,3.43999982,
568.000017665E-6,3.43999982,
569.000025280E-6,3.43999982,
570.000032894E-6,3.43999982,
570.999982301E-6,3.43999982,
571.999989916E-6,3.43999982,
572.999997530E-6,3.43999982,
574.000005145E-6,3.35999990,
575.000012759E-6,3.43999982,
576.000020374E-6,3.43999982,
577.000027988E-6,3.35999990,
577.999977395E-6,3.35999990,
578.999985009E-6,3.35999990,
579.999992624E-6,3.35999990,
581.000000238E-6,3.35999990,
582.000007853E-6,3.27999997,
583.000015467E-6,3.27999997,
584.000023082E-6,3.27999997,
585.000030696E-6,3.27999997,
585.999980103E-6,3.35999990,
586.999987718E-6,3.27999997,
587.999995332E-6,3.27999997,
589.000002947E-6,3.27999997,
590.000010561E-6,3.27999997,
591.000018176E-6,3.27999997,
592.000025790E-6,3.27999997,
592.999975197E-6,3.19999981,
593.999982812E-6,3.27999997,
594.999990426E-6,3.27999997,
595.999998040E-6,3.19999981,
597.000005655E-6,3.19999981,
598.000013269E-6,3.19999981,
599.000020884E-6,3.19999981,
600.000028498E-6,3.11999989,
600.999977905E-6,3.11999989,
601.999985520E-6,3.11999989,
602.999993134E-6,3.11999989,
604.000000749E-6,3.11999989,
605.000008363E-6,3.11999989,
606.000015978E-6,3.11999989,
607.000023592E-6,3.11999989,
608.000031207E-6,3.11999989,
608.999980614E-6,3.11999989,
609.999988228E-6,3.11999989,
610.999995843E-6,3.03999996,
612.000003457E-6,3.03999996,
613.000011072E-6,3.03999996,
614.000018686E-6,3.03999996,
615.000026301E-6,3.03999996,
615.999975707E-6,3.03999996,
616.999983322E-6,3.03999996,
617.999990936E-6,3.03999996,
618.999998551E-6,3.03999996,
620.000006165E-6,2.96000004,
621.000013780E-6,2.96000004,
622.000021394E-6,2.96000004,
623.000029009E-6,2.96000004,
623.999978416E-6,3.03999996,
624.999986030E-6,2.96000004,
625.999993645E-6,2.96000004,
627.000001259E-6,2.96000004,
628.000008874E-6,2.87999988,
629.000016488E-6,2.96000004,
630.000024103E-6,2.96000004,
631.000031717E-6,2.87999988,
631.999981124E-6,2.87999988,
632.999988738E-6,2.87999988,
633.999996353E-6,2.87999988,
635.000003967E-6,2.87999988,
