1.00000000;0.01493858
2.00000000;0.01751736
3.00000000;0.01664759
4.00000000;0.01481651
5.00000000;0.01632715
6.00000000;0.01512169
7.00000000;0.01368734
8.00000000;0.01229877
9.00000000;0.01393149
10.00000000;0.01185626
11.00000000;0.01254292
12.00000000;0.01109331
13.00000000;0.01235981
14.00000000;0.01135271
15.00000000;0.01058976
16.00000000;0.01109331
17.00000000;0.00889601
18.00000000;0.01065080
19.00000000;0.00788891
20.00000000;0.00756847
21.00000000;0.00706493
22.00000000;0.00788891
23.00000000;0.00738537
24.00000000;0.00724804
25.00000000;0.00694285
26.00000000;0.00579843
27.00000000;0.00630198
28.00000000;0.00579843
29.00000000;0.00567636
30.00000000;0.00454719
31.00000000;0.00505074
32.00000000;0.00378424
33.00000000;0.00378424
34.00000000;0.00398260
35.00000000;0.00416571
36.00000000;0.00347906
37.00000000;0.00404364
38.00000000;0.00360113
39.00000000;0.00442512
40.00000000;0.00398260
41.00000000;0.00315862
42.00000000;0.00215152
43.00000000;0.00410468
44.00000000;0.00265507
45.00000000;0.00283818
46.00000000;0.00297551
47.00000000;0.00247196
48.00000000;0.00366217
49.00000000;0.00265507
50.00000000;0.00366217
51.00000000;0.00454719
52.00000000;0.00277714
53.00000000;0.00517281
54.00000000;0.00392157
55.00000000;0.00448615
56.00000000;0.00442512
57.00000000;0.00354009
58.00000000;0.00599680
59.00000000;0.00573739
60.00000000;0.00543221
61.00000000;0.00668345
62.00000000;0.00611887
63.00000000;0.00680552
64.00000000;0.00738537
65.00000000;0.00782788
66.00000000;0.00700389
67.00000000;0.00914015
68.00000000;0.01020829
69.00000000;0.00946059
70.00000000;0.00895705
71.00000000;0.00875868
72.00000000;0.00946059
73.00000000;0.01040665
74.00000000;0.00984207
75.00000000;0.00978103
76.00000000;0.00958267
77.00000000;0.01103227
78.00000000;0.01310750
79.00000000;0.01203937
80.00000000;0.01248188
81.00000000;0.01216144
82.00000000;0.01405356
83.00000000;0.01260395
84.00000000;0.01185626
85.00000000;0.01324483
86.00000000;0.01336690
87.00000000;0.01469444
88.00000000;0.01399252
89.00000000;0.01449607
90.00000000;0.01455711
91.00000000;0.01449607
92.00000000;0.01499962
93.00000000;0.01449607
94.00000000;0.01316854
95.00000000;0.01469444
96.00000000;0.01419089
97.00000000;0.01419089
98.00000000;0.01751736
99.00000000;0.01431296
100.00000000;0.01538109
101.00000000;0.01419089
102.00000000;0.01632715
103.00000000;0.01380941
104.00000000;0.01425193
105.00000000;0.01431296
106.00000000;0.01437400
107.00000000;0.01419089
108.00000000;0.01538109
109.00000000;0.01316854
110.00000000;0.01481651
111.00000000;0.01242084
112.00000000;0.01475547
113.00000000;0.01292439
114.00000000;0.01449607
115.00000000;0.01266499
116.00000000;0.01197833
117.00000000;0.01115435
118.00000000;0.01165789
119.00000000;0.01071183
120.00000000;0.01173419
121.00000000;0.01235981
122.00000000;0.01058976
123.00000000;0.00883497
124.00000000;0.01065080
125.00000000;0.00907912
126.00000000;0.00920119
127.00000000;0.00883497
128.00000000;0.00813306
129.00000000;0.00984207
130.00000000;0.00851453
131.00000000;0.00712596
132.00000000;0.00801099
133.00000000;0.00712596
134.00000000;0.00769055
135.00000000;0.00782788
136.00000000;0.00863661
137.00000000;0.00617990
138.00000000;0.00724804
139.00000000;0.00724804
140.00000000;0.00579843
141.00000000;0.00529488
142.00000000;0.00511177
143.00000000;0.00498970
144.00000000;0.00492866
145.00000000;0.00473030
146.00000000;0.00523384
147.00000000;0.00398260
148.00000000;0.00434882
149.00000000;0.00360113
150.00000000;0.00334173
151.00000000;0.00505074
152.00000000;0.00434882
153.00000000;0.00340276
154.00000000;0.00410468
155.00000000;0.00442512
156.00000000;0.00253300
157.00000000;0.00289921
158.00000000;0.00271611
159.00000000;0.00366217
160.00000000;0.00297551
161.00000000;0.00233463
162.00000000;0.00354009
163.00000000;0.00277714
164.00000000;0.00309758
165.00000000;0.00271611
166.00000000;0.00366217
167.00000000;0.00070192
168.00000000;0.00277714
169.00000000;0.00309758
170.00000000;0.00309758
171.00000000;0.00309758
172.00000000;0.00315862
173.00000000;0.00277714
174.00000000;0.00289921
175.00000000;0.00227359
176.00000000;0.00315862
177.00000000;0.00354009
178.00000000;0.00253300
179.00000000;0.00283818
180.00000000;0.00297551
181.00000000;0.00384527
182.00000000;0.00354009
183.00000000;0.00328069
184.00000000;0.00259403
185.00000000;0.00428779
186.00000000;0.00221256
187.00000000;0.00297551
188.00000000;0.00297551
189.00000000;0.00321965
190.00000000;0.00334173
191.00000000;0.00215152
192.00000000;0.00428779
193.00000000;0.00328069
194.00000000;0.00347906
195.00000000;0.00321965
196.00000000;0.00283818
197.00000000;0.00384527
198.00000000;0.00434882
199.00000000;0.00422675
200.00000000;0.00366217
201.00000000;0.00366217
202.00000000;0.00392157
203.00000000;0.00366217
204.00000000;0.00259403
205.00000000;0.00442512
206.00000000;0.00321965
207.00000000;0.00315862
208.00000000;0.00283818
209.00000000;0.00334173
210.00000000;0.00479133
211.00000000;0.00303655
212.00000000;0.00303655
213.00000000;0.00340276
214.00000000;0.00354009
215.00000000;0.00289921
216.00000000;0.00259403
217.00000000;0.00416571
218.00000000;0.00428779
219.00000000;0.00328069
220.00000000;0.00347906
221.00000000;0.00454719
222.00000000;0.00354009
223.00000000;0.00378424
224.00000000;0.00454719
225.00000000;0.00360113
226.00000000;0.00410468
227.00000000;0.00283818
228.00000000;0.00416571
229.00000000;0.00360113
230.00000000;0.00347906
231.00000000;0.00416571
232.00000000;0.00315862
233.00000000;0.00428779
234.00000000;0.00215152
235.00000000;0.00378424
236.00000000;0.00372320
237.00000000;0.00259403
238.00000000;0.00384527
239.00000000;0.00422675
240.00000000;0.00448615
241.00000000;0.00473030
242.00000000;0.00434882
243.00000000;0.00454719
